,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
2935,prerank,aspartate family amino acid catabolic process (GO:0009068),0.5335335335335336,0.7153185054037109,0.9302325581395349,1.0,1.0,1/1,46.70%,GOT1
2936,prerank,glycerol biosynthetic process (GO:0006114),0.5335335335335336,0.7153185054037109,0.9302325581395349,1.0,1.0,1/1,46.70%,GOT1
2937,prerank,aspartate family amino acid biosynthetic process (GO:0009067),0.5335335335335336,0.7153185054037109,0.9302325581395349,1.0,1.0,1/1,46.70%,GOT1
2938,prerank,dicarboxylic acid catabolic process (GO:0043649),0.5335335335335336,0.7153185054037109,0.9302325581395349,1.0,1.0,1/1,46.70%,GOT1
2939,prerank,2-oxoglutarate metabolic process (GO:0006103),0.5335335335335336,0.7153185054037109,0.9302325581395349,1.0,1.0,1/1,46.70%,GOT1
2940,prerank,endothelial cell migration (GO:0043542),0.5405405405405405,0.7150499475630034,0.924,1.0,1.0,1/1,46.00%,ADGRA2
2941,prerank,release of cytochrome c from mitochondria (GO:0001836),0.42730537686147424,0.7146866200367098,0.8752025931928687,1.0,1.0,1/2,29.80%,BCL2
2942,prerank,apoptotic mitochondrial changes (GO:0008637),0.42730537686147424,0.7146866200367098,0.8752025931928687,1.0,1.0,1/2,29.80%,BCL2
2943,prerank,mitochondrion organization (GO:0007005),0.32654737171457576,0.714441049574197,0.8413705583756346,1.0,1.0,2/5,34.30%,PPARGC1A;AKT3
2944,prerank,positive regulation of small molecule metabolic process (GO:0062013),-0.4168336673346693,-0.7142792593328934,0.8789473684210526,0.9867959236282668,1.0,2/2,58.50%,CES1;IRS1
2945,prerank,mitochondrial translational termination (GO:0070126),-0.34804413239719156,-0.7135121338973247,0.8562091503267973,0.9844670130363145,1.0,3/3,65.40%,DAP3;MRPS21;MRPS25
2946,prerank,translational termination (GO:0006415),-0.34804413239719156,-0.7135121338973247,0.8562091503267973,0.9844670130363145,1.0,3/3,65.40%,DAP3;MRPS21;MRPS25
2947,prerank,mitochondrial translation (GO:0032543),-0.34804413239719156,-0.7135121338973247,0.8562091503267973,0.9844670130363145,1.0,3/3,65.40%,DAP3;MRPS21;MRPS25
2948,prerank,mitochondrial translational elongation (GO:0070125),-0.34804413239719156,-0.7135121338973247,0.8562091503267973,0.9844670130363145,1.0,3/3,65.40%,DAP3;MRPS21;MRPS25
2949,prerank,translational elongation (GO:0006414),-0.34804413239719156,-0.7135121338973247,0.8562091503267973,0.9844670130363145,1.0,3/3,65.40%,DAP3;MRPS21;MRPS25
2950,prerank,positive regulation of protein-containing complex disassembly (GO:0043243),-0.4218436873747495,-0.7132917117077358,0.8619791666666666,0.9833395679489907,1.0,2/2,58.00%,INSR;IGF1R
2951,prerank,regulation of protein-containing complex disassembly (GO:0043244),-0.4218436873747495,-0.7132917117077358,0.8619791666666666,0.9833395679489907,1.0,2/2,58.00%,INSR;IGF1R
2952,prerank,negative regulation of cell cycle G1/S phase transition (GO:1902807),-0.35005015045135407,-0.7131427054999,0.8571428571428571,0.9815439288251224,1.0,3/3,65.20%,DLG1;PTEN;CDK6
2953,prerank,negative regulation of mitotic cell cycle phase transition (GO:1901991),-0.35005015045135407,-0.7131427054999,0.8571428571428571,0.9815439288251224,1.0,3/3,65.20%,DLG1;PTEN;CDK6
2954,prerank,negative regulation of G1/S transition of mitotic cell cycle (GO:2000134),-0.35005015045135407,-0.7131427054999,0.8571428571428571,0.9815439288251224,1.0,3/3,65.20%,DLG1;PTEN;CDK6
2955,prerank,regulation of protein export from nucleus (GO:0046825),-0.4258517034068136,-0.7131148598939046,0.841025641025641,0.9808594736746626,1.0,2/2,57.60%,GAS6;UHMK1
2956,prerank,interleukin-7-mediated signaling pathway (GO:0038111),-0.4168336673346693,-0.7123449444275382,0.8620689655172413,0.980548842089509,1.0,2/2,58.50%,BRWD1;IRS1
2957,prerank,cellular response to interleukin-7 (GO:0098761),-0.4168336673346693,-0.7123449444275382,0.8620689655172413,0.980548842089509,1.0,2/2,58.50%,BRWD1;IRS1
2958,prerank,DNA catabolic process (GO:0006308),0.5325325325325325,0.7122884242519523,0.9432485322896281,1.0,1.0,1/1,46.80%,DNASE1
2959,prerank,regulation of leukocyte mediated cytotoxicity (GO:0001910),0.5325325325325325,0.7122884242519523,0.9432485322896281,1.0,1.0,1/1,46.80%,DNASE1
2960,prerank,regulation of myeloid leukocyte mediated immunity (GO:0002886),0.5325325325325325,0.7122884242519523,0.9432485322896281,1.0,1.0,1/1,46.80%,DNASE1
2961,prerank,neutrophil activation (GO:0042119),0.5325325325325325,0.7122884242519523,0.9432485322896281,1.0,1.0,1/1,46.80%,DNASE1
2962,prerank,myeloid cell activation involved in immune response (GO:0002275),0.5325325325325325,0.7122884242519523,0.9432485322896281,1.0,1.0,1/1,46.80%,DNASE1
2963,prerank,nucleobase-containing compound catabolic process (GO:0034655),0.5325325325325325,0.7122884242519523,0.9432485322896281,1.0,1.0,1/1,46.80%,DNASE1
2964,prerank,regulation of acute inflammatory response (GO:0002673),0.5325325325325325,0.7122884242519523,0.9432485322896281,1.0,1.0,1/1,46.80%,DNASE1
2965,prerank,nucleoside triphosphate metabolic process (GO:0009141),-0.5325325325325325,-0.7112033770766512,0.9321357285429142,0.9765402345584593,1.0,1/1,46.90%,AK3
2966,prerank,nucleoside triphosphate biosynthetic process (GO:0009142),-0.5325325325325325,-0.7112033770766512,0.9321357285429142,0.9765402345584593,1.0,1/1,46.90%,AK3
2967,prerank,GTP metabolic process (GO:0046039),-0.5325325325325325,-0.7112033770766512,0.9321357285429142,0.9765402345584593,1.0,1/1,46.90%,AK3
2968,prerank,pyrimidine ribonucleotide metabolic process (GO:0009218),-0.5325325325325325,-0.7112033770766512,0.9321357285429142,0.9765402345584593,1.0,1/1,46.90%,AK3
2969,prerank,AMP metabolic process (GO:0046033),-0.5325325325325325,-0.7112033770766512,0.9321357285429142,0.9765402345584593,1.0,1/1,46.90%,AK3
2970,prerank,purine ribonucleoside monophosphate metabolic process (GO:0009167),-0.5325325325325325,-0.7112033770766512,0.9321357285429142,0.9765402345584593,1.0,1/1,46.90%,AK3
2971,prerank,nucleoside phosphate biosynthetic process (GO:1901293),-0.5325325325325325,-0.7112033770766512,0.9321357285429142,0.9765402345584593,1.0,1/1,46.90%,AK3
2972,prerank,purine ribonucleoside triphosphate metabolic process (GO:0009205),-0.5325325325325325,-0.7112033770766512,0.9321357285429142,0.9765402345584593,1.0,1/1,46.90%,AK3
2973,prerank,regulation of erythrocyte differentiation (GO:0045646),-0.35005015045135407,-0.7108386340204009,0.8422818791946308,0.9764219345175731,1.0,3/3,65.20%,ARNT;ETS1;CDK6
2974,prerank,regulation of translational initiation (GO:0006446),-0.4258517034068136,-0.7107397750915168,0.8372703412073491,0.9758379282890247,1.0,2/2,57.60%,AGO2;UHMK1
2975,prerank,mitochondrial transport (GO:0006839),0.3679046893188841,0.7094886056199756,0.8589928057553957,1.0,1.0,2/3,45.50%,BCL2;SLC25A16
2976,prerank,nucleic acid-templated transcription (GO:0097659),0.43086172344689383,0.7094879911283846,0.8809523809523809,1.0,1.0,2/2,57.00%,DTX1;PPP5C
2977,prerank,cellular response to cadmium ion (GO:0071276),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2978,prerank,positive regulation of phosphate metabolic process (GO:0045937),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2979,prerank,positive regulation of RNA metabolic process (GO:0051254),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2980,prerank,regulation of ERBB signaling pathway (GO:1901184),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2981,prerank,response to reactive oxygen species (GO:0000302),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2982,prerank,activation of phospholipase C activity (GO:0007202),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2983,prerank,negative regulation of Notch signaling pathway (GO:0045746),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2984,prerank,cellular response to epidermal growth factor stimulus (GO:0071364),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2985,prerank,protein insertion into membrane (GO:0051205),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2986,prerank,regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2987,prerank,positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2988,prerank,cellular response to reactive oxygen species (GO:0034614),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2989,prerank,regulation of protein kinase C activity (GO:1900019),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2990,prerank,negative regulation of cardiocyte differentiation (GO:1905208),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2991,prerank,positive regulation of protein kinase C activity (GO:1900020),0.5365365365365365,0.7094436014715042,0.9402061855670103,1.0,1.0,1/1,46.40%,EGFR
2992,prerank,negative regulation of retinoic acid receptor signaling pathway (GO:0048387),0.5355355355355355,0.7088430600360303,0.9367588932806324,1.0,1.0,1/1,46.50%,PRAME
2993,prerank,regulation of insulin receptor signaling pathway (GO:0046626),0.30044389164842733,0.7074157129007322,0.8718274111675127,1.0,1.0,3/6,41.70%,KANK1;PTPRE;IRS1
2994,prerank,regulation of wound healing (GO:0061041),0.3435047112243938,0.7047678211709886,0.8772845953002611,1.0,1.0,3/4,55.90%,KANK1;PTK2;CLDN1
2995,prerank,positive regulation of response to wounding (GO:1903036),0.3435047112243938,0.7047678211709886,0.8772845953002611,1.0,1.0,3/4,55.90%,KANK1;PTK2;CLDN1
2996,prerank,positive regulation of SMAD protein signal transduction (GO:0060391),-0.41182364729458915,-0.7046977203406267,0.8740359897172236,0.9838400039805651,1.0,2/2,59.00%,BMPR1A;NUP93
2997,prerank,regulation of SMAD protein signal transduction (GO:0060390),-0.41182364729458915,-0.7046977203406267,0.8740359897172236,0.9838400039805651,1.0,2/2,59.00%,BMPR1A;NUP93
2998,prerank,negative regulation of protein kinase B signaling (GO:0051898),0.3443775100401607,0.7037441374079736,0.8552631578947368,1.0,1.0,4/4,65.70%,MAGI2;EPHA2;PTEN;PHLPP1
2999,prerank,placenta development (GO:0001890),0.5295295295295295,0.7033499403979576,0.9406130268199234,1.0,1.0,1/1,47.10%,PTK2
3000,prerank,cellular response to growth hormone stimulus (GO:0071378),0.5295295295295295,0.7033499403979576,0.9406130268199234,1.0,1.0,1/1,47.10%,PTK2
3001,prerank,growth hormone receptor signaling pathway (GO:0060396),0.5295295295295295,0.7033499403979576,0.9406130268199234,1.0,1.0,1/1,47.10%,PTK2
3002,prerank,lipid modification (GO:0030258),0.4318637274549098,0.7025444088889478,0.900163666121113,1.0,1.0,2/2,56.90%,MBOAT1;MBOAT2
3003,prerank,response to fatty acid (GO:0070542),0.43086172344689383,0.7021217208487253,0.9156050955414012,1.0,1.0,2/2,57.00%,IRS1;PPP5C
3004,prerank,positive regulation of endothelial cell migration (GO:0010595),0.25318320161876884,0.7015324646430515,0.8653846153846154,1.0,1.0,10/11,70.70%,SASH1;SMOC2;AKT3;FLT4;PRKCA;ETS1;FOXP1;FGFR1;FOXC2;ITGB1BP1
3005,prerank,astrocyte development (GO:0014002),0.4188376753507015,0.700805745459926,0.9046849757673667,1.0,1.0,2/2,58.20%,CDK6;NF1
3006,prerank,glial cell development (GO:0021782),0.4188376753507015,0.700805745459926,0.9046849757673667,1.0,1.0,2/2,58.20%,CDK6;NF1
3007,prerank,regulation of microtubule depolymerization (GO:0031114),-0.3012048192771084,-0.698946518031273,0.8806584362139918,0.9916249660823552,1.0,4/4,70.10%,CAMSAP2;TTBK2;FGF13;TRPV4
3008,prerank,galactose catabolic process (GO:0019388),-0.5255255255255256,-0.6988790924700484,0.9440993788819876,0.9867819664345595,1.0,1/1,47.60%,PGM2L1
3009,prerank,galactose metabolic process (GO:0006012),-0.5255255255255256,-0.6988790924700484,0.9440993788819876,0.9867819664345595,1.0,1/1,47.60%,PGM2L1
3010,prerank,glucose 6-phosphate metabolic process (GO:0051156),-0.5255255255255256,-0.6988790924700484,0.9440993788819876,0.9867819664345595,1.0,1/1,47.60%,PGM2L1
3011,prerank,glycogen catabolic process (GO:0005980),-0.5255255255255256,-0.6988790924700484,0.9440993788819876,0.9867819664345595,1.0,1/1,47.60%,PGM2L1
3012,prerank,glucan catabolic process (GO:0009251),-0.5255255255255256,-0.6988790924700484,0.9440993788819876,0.9867819664345595,1.0,1/1,47.60%,PGM2L1
3013,prerank,cellular polysaccharide catabolic process (GO:0044247),-0.5255255255255256,-0.6988790924700484,0.9440993788819876,0.9867819664345595,1.0,1/1,47.60%,PGM2L1
3014,prerank,hexose catabolic process (GO:0019320),-0.5255255255255256,-0.6988790924700484,0.9440993788819876,0.9867819664345595,1.0,1/1,47.60%,PGM2L1
3015,prerank,positive regulation of gene expression (GO:0010628),0.2121797060547294,0.6987319478265767,0.878323108384458,1.0,1.0,5/26,17.50%,HMGA2;PPARGC1A;NOS1AP;CADM1;CALCR
3016,prerank,cellular protein localization (GO:0034613),0.22878282024823055,0.6983835407551461,0.8590956887486856,1.0,1.0,10/18,51.80%,GRID2;CNTNAP2;GRTP1;COG7;SGSM3;TBC1D16;EGFR;AMOT;SEC23IP;WLS
3017,prerank,protein K48-linked deubiquitination (GO:0071108),-0.5275275275275275,-0.698099814493763,0.9601593625498008,0.9864609172803083,1.0,1/1,47.40%,USP33
3018,prerank,protein K63-linked deubiquitination (GO:0070536),-0.5275275275275275,-0.698099814493763,0.9601593625498008,0.9864609172803083,1.0,1/1,47.40%,USP33
3019,prerank,positive regulation of glucose import (GO:0046326),-0.4168336673346693,-0.697956626588742,0.8644501278772379,0.9825450875976663,1.0,2/2,58.50%,INSR;IRS1
3020,prerank,regulation of glucose import (GO:0046324),-0.4168336673346693,-0.697956626588742,0.8644501278772379,0.9825450875976663,1.0,2/2,58.50%,INSR;IRS1
3021,prerank,positive regulation of glucose transmembrane transport (GO:0010828),-0.4168336673346693,-0.697956626588742,0.8644501278772379,0.9825450875976663,1.0,2/2,58.50%,INSR;IRS1
3022,prerank,positive regulation of glycogen metabolic process (GO:0070875),-0.4168336673346693,-0.697956626588742,0.8644501278772379,0.9825450875976663,1.0,2/2,58.50%,INSR;IRS1
3023,prerank,positive regulation of glycogen biosynthetic process (GO:0045725),-0.4168336673346693,-0.697956626588742,0.8644501278772379,0.9825450875976663,1.0,2/2,58.50%,INSR;IRS1
3024,prerank,regulation of glycogen biosynthetic process (GO:0005979),-0.4168336673346693,-0.697956626588742,0.8644501278772379,0.9825450875976663,1.0,2/2,58.50%,INSR;IRS1
3025,prerank,positive regulation of heterotypic cell-cell adhesion (GO:0034116),0.5245245245245245,0.6973677258993329,0.9527410207939508,1.0,1.0,1/1,47.60%,GCNT2
3026,prerank,positive regulation of cell-cell adhesion (GO:0022409),0.5245245245245245,0.6973677258993329,0.9527410207939508,1.0,1.0,1/1,47.60%,GCNT2
3027,prerank,regulation of release of sequestered calcium ion into cytosol (GO:0051279),0.3776768954975322,0.69696359501927,0.8837209302325582,1.0,1.0,2/3,42.80%,UBASH3B;TRPC1
3028,prerank,metal ion homeostasis (GO:0055065),0.313633749473327,0.6968324168355046,0.8668373879641486,1.0,1.0,2/5,28.10%,CLDN16;SCNN1B
3029,prerank,positive regulation of response to external stimulus (GO:0032103),0.33835341365461863,0.6966863752226395,0.8688741721854305,1.0,1.0,4/4,66.30%,SASH1;PRKCA;ETS1;OPTN
3030,prerank,Notch signaling pathway (GO:0007219),0.2809667673716013,0.696161570817198,0.865315852205006,1.0,1.0,7/7,72.10%,ZNF423;DTX1;PBX1;GMDS;KAT2B;MIB1;NOTCH2
3031,prerank,cellular response to UV (GO:0034644),0.4248496993987977,0.6959708162598824,0.8953488372093024,1.0,1.0,2/2,57.60%,CASP9;DDB2
3032,prerank,monocarboxylic acid catabolic process (GO:0072329),0.5255255255255256,0.695668986852282,0.9571984435797666,1.0,1.0,1/1,47.50%,LPIN1
3033,prerank,cytokine-mediated signaling pathway (GO:0019221),0.2228965224941939,0.6956492246987913,0.8562434417628542,1.0,1.0,7/17,41.70%,GREM2;LRP8;RORA;BCL2;IL34;MID1;IRS1
3034,prerank,positive regulation of lyase activity (GO:0051349),0.4188376753507015,0.6954138088201554,0.8954248366013072,1.0,1.0,2/2,58.20%,CACNA1C;NF1
3035,prerank,positive regulation of adenylate cyclase activity (GO:0045762),0.4188376753507015,0.6954138088201554,0.8954248366013072,1.0,1.0,2/2,58.20%,CACNA1C;NF1
3036,prerank,positive regulation of cyclase activity (GO:0031281),0.4188376753507015,0.6954138088201554,0.8954248366013072,1.0,1.0,2/2,58.20%,CACNA1C;NF1
3037,prerank,pore complex assembly (GO:0046931),-0.41182364729458915,-0.6950540084691017,0.8620689655172413,0.9846912418109292,1.0,2/2,59.00%,AHCTF1;NUP93
3038,prerank,nuclear pore organization (GO:0006999),-0.41182364729458915,-0.6950540084691017,0.8620689655172413,0.9846912418109292,1.0,2/2,59.00%,AHCTF1;NUP93
3039,prerank,nuclear pore complex assembly (GO:0051292),-0.41182364729458915,-0.6950540084691017,0.8620689655172413,0.9846912418109292,1.0,2/2,59.00%,AHCTF1;NUP93
3040,prerank,endocrine system development (GO:0035270),0.4188376753507014,0.6944922785443117,0.9081967213114754,1.0,1.0,2/2,58.20%,WT1;NF1
3041,prerank,adrenal gland development (GO:0030325),0.4188376753507014,0.6944922785443117,0.9081967213114754,1.0,1.0,2/2,58.20%,WT1;NF1
3042,prerank,unsaturated fatty acid metabolic process (GO:0033559),0.37174740998417155,0.6938666592669683,0.8969957081545065,1.0,1.0,1/3,18.40%,ELOVL2
3043,prerank,poly(A)+ mRNA export from nucleus (GO:0016973),-0.41182364729458915,-0.6924473155112071,0.861878453038674,0.9877917315998287,1.0,2/2,59.00%,THOC2;NUP93
3044,prerank,histone H3-K9 methylation (GO:0051567),0.5125125125125125,0.6918990021477974,0.967680608365019,1.0,1.0,1/1,48.80%,PRDM5
3045,prerank,cellular response to vascular endothelial growth factor stimulus (GO:0035924),0.36571396186127814,0.6918470821514112,0.8973214285714286,1.0,1.0,2/3,43.50%,SEMA6A;FLT4
3046,prerank,RNA metabolic process (GO:0016070),0.28364603536567884,0.6911425200291127,0.8642857142857143,1.0,1.0,3/7,34.70%,DHX8;NOVA1;ATXN1
3047,prerank,ncRNA export from nucleus (GO:0097064),-0.41182364729458915,-0.6909468209459007,0.8880208333333334,0.9844800056706557,1.0,2/2,59.00%,NUP58;NUP93
3048,prerank,tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431),-0.41182364729458915,-0.6909468209459007,0.8880208333333334,0.9844800056706557,1.0,2/2,59.00%,NUP58;NUP93
3049,prerank,regulation of generation of precursor metabolites and energy (GO:0043467),-0.41182364729458915,-0.6909468209459007,0.8880208333333334,0.9844800056706557,1.0,2/2,59.00%,NUP58;NUP93
3050,prerank,tRNA export from nucleus (GO:0006409),-0.41182364729458915,-0.6909468209459007,0.8880208333333334,0.9844800056706557,1.0,2/2,59.00%,NUP58;NUP93
3051,prerank,regulation of carbohydrate catabolic process (GO:0043470),-0.41182364729458915,-0.6909468209459007,0.8880208333333334,0.9844800056706557,1.0,2/2,59.00%,NUP58;NUP93
3052,prerank,tRNA transport (GO:0051031),-0.41182364729458915,-0.6909468209459007,0.8880208333333334,0.9844800056706557,1.0,2/2,59.00%,NUP58;NUP93
3053,prerank,regulation of purine nucleotide metabolic process (GO:1900542),-0.41182364729458915,-0.6909468209459007,0.8880208333333334,0.9844800056706557,1.0,2/2,59.00%,NUP58;NUP93
3054,prerank,regulation of ATP metabolic process (GO:1903578),-0.41182364729458915,-0.6909468209459007,0.8880208333333334,0.9844800056706557,1.0,2/2,59.00%,NUP58;NUP93
3055,prerank,response to unfolded protein (GO:0006986),-0.34002006018054165,-0.6909034553439388,0.8906752411575563,0.9838183017904258,1.0,3/3,66.20%,TM7SF3;OPTN;HSPA4L
3056,prerank,nitric oxide mediated signal transduction (GO:0007263),-0.5085085085085085,-0.6906228495661368,0.9794238683127572,0.9793352295321993,1.0,1/1,49.30%,DDAH1
3057,prerank,arginine metabolic process (GO:0006525),-0.5085085085085085,-0.6906228495661368,0.9794238683127572,0.9793352295321993,1.0,1/1,49.30%,DDAH1
3058,prerank,negative regulation of cellular response to hypoxia (GO:1900038),-0.5085085085085085,-0.6906228495661368,0.9794238683127572,0.9793352295321993,1.0,1/1,49.30%,DDAH1
3059,prerank,regulation of systemic arterial blood pressure (GO:0003073),-0.5085085085085085,-0.6906228495661368,0.9794238683127572,0.9793352295321993,1.0,1/1,49.30%,DDAH1
3060,prerank,glutamine family amino acid catabolic process (GO:0009065),-0.5085085085085085,-0.6906228495661368,0.9794238683127572,0.9793352295321993,1.0,1/1,49.30%,DDAH1
3061,prerank,regulation of cellular response to hypoxia (GO:1900037),-0.5085085085085085,-0.6906228495661368,0.9794238683127572,0.9793352295321993,1.0,1/1,49.30%,DDAH1
3062,prerank,citrulline metabolic process (GO:0000052),-0.5085085085085085,-0.6906228495661368,0.9794238683127572,0.9793352295321993,1.0,1/1,49.30%,DDAH1
3063,prerank,establishment of protein localization to extracellular region (GO:0035592),-0.5165165165165165,-0.6902329737329674,0.9567779960707269,0.9778230180542825,1.0,1/1,48.50%,OLFM2
3064,prerank,positive regulation of smooth muscle cell differentiation (GO:0051152),-0.5165165165165165,-0.6902329737329674,0.9567779960707269,0.9778230180542825,1.0,1/1,48.50%,OLFM2
3065,prerank,regulation of smooth muscle cell differentiation (GO:0051150),-0.5165165165165165,-0.6902329737329674,0.9567779960707269,0.9778230180542825,1.0,1/1,48.50%,OLFM2
3066,prerank,serine transport (GO:0032329),0.5155155155155153,0.6889763244263286,0.943089430894309,1.0,1.0,1/1,48.50%,SFXN1
3067,prerank,outflow tract septum morphogenesis (GO:0003148),-0.28913945174640304,-0.6887120583478352,0.9063829787234042,0.9794821107112366,1.0,3/4,25.70%,ROBO1;SEMA3C;BMPR1A
3068,prerank,purine-containing compound salvage (GO:0043101),0.5175175175175175,0.6886700705081442,0.9592233009708738,1.0,1.0,1/1,48.30%,GMPR
3069,prerank,nucleobase-containing compound biosynthetic process (GO:0034654),0.5175175175175175,0.6886700705081442,0.9592233009708738,1.0,1.0,1/1,48.30%,GMPR
3070,prerank,purine-containing compound biosynthetic process (GO:0072522),0.5175175175175175,0.6886700705081442,0.9592233009708738,1.0,1.0,1/1,48.30%,GMPR
3071,prerank,regulation of digestive system process (GO:0044058),0.5145145145145145,0.6882183446340391,0.984,1.0,1.0,1/1,48.60%,EPB41
3072,prerank,positive regulation of protein localization to cell cortex (GO:1904778),0.5145145145145145,0.6882183446340391,0.984,1.0,1.0,1/1,48.60%,EPB41
3073,prerank,regulation of protein localization to cell cortex (GO:1904776),0.5145145145145145,0.6882183446340391,0.984,1.0,1.0,1/1,48.60%,EPB41
3074,prerank,negative regulation of cellular protein metabolic process (GO:0032269),0.31261386409299374,0.6880110884863668,0.8836915297092288,1.0,1.0,4/5,61.80%,IGF2BP2;CPEB3;SAMD4A;ILF3
3075,prerank,positive regulation of catabolic process (GO:0009896),0.336544727683455,0.6877916913912367,0.885752688172043,1.0,1.0,3/4,55.00%,HECW2;GPC3;HACE1
3076,prerank,membrane lipid metabolic process (GO:0006643),-0.5215215215215215,-0.6866639948572155,0.9591836734693877,0.9816824711232267,1.0,1/1,48.00%,TEX2
3077,prerank,endoplasmic reticulum calcium ion homeostasis (GO:0032469),0.414883660579855,0.686366339273629,0.9180064308681672,1.0,1.0,1/2,29.80%,BCL2
3078,prerank,positive regulation of protein modification by small protein conjugation or removal (GO:1903322),-0.4098196392785571,-0.6863106396598234,0.8937329700272479,0.9807910484922544,1.0,2/2,59.20%,PRICKLE1;MYCBP2
3079,prerank,positive regulation of protein ubiquitination (GO:0031398),-0.4098196392785571,-0.6863106396598234,0.8937329700272479,0.9807910484922544,1.0,2/2,59.20%,PRICKLE1;MYCBP2
3080,prerank,protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan (GO:0018406),-0.5145145145145145,-0.6850612905854602,0.9783037475345168,0.9811152424838655,1.0,1/1,48.70%,DPY19L3
3081,prerank,protein C-linked glycosylation via tryptophan (GO:0018317),-0.5145145145145145,-0.6850612905854602,0.9783037475345168,0.9811152424838655,1.0,1/1,48.70%,DPY19L3
3082,prerank,B cell activation (GO:0042113),0.3640922768304914,0.6850353894007101,0.9090909090909091,1.0,1.0,3/3,63.70%,BCL2;TPD52;HDAC5
3083,prerank,negative regulation of cell-matrix adhesion (GO:0001953),0.2941425406187048,0.6847081859042194,0.8795031055900621,1.0,1.0,2/6,28.20%,SEMA3E;ACER2
3084,prerank,defense response to symbiont (GO:0140546),0.4095570022622386,0.683460975376071,0.9059011164274322,1.0,1.0,1/2,29.80%,BCL2
3085,prerank,neuron apoptotic process (GO:0051402),0.4095570022622386,0.683460975376071,0.9059011164274322,1.0,1.0,1/2,29.80%,BCL2
3086,prerank,defense response to virus (GO:0051607),0.4095570022622386,0.683460975376071,0.9059011164274322,1.0,1.0,1/2,29.80%,BCL2
3087,prerank,organonitrogen compound biosynthetic process (GO:1901566),0.23117835484175212,0.6822475135759795,0.8656554712892741,1.0,1.0,13/14,73.70%,ELOVL2;ELOVL7;ACER2;ELOVL6;CHKA;GPHN;LPIN1;SLC44A2;LPCAT1;CERS6;PLA2G4A;CSNK1G2;SGMS1
3088,prerank,epithelial cell migration (GO:0010631),0.36969974278905426,0.682055680474577,0.8934659090909091,1.0,1.0,2/3,46.00%,KANK1;ADGRA2
3089,prerank,regulation of cellular protein localization (GO:1903827),0.2886034666210101,0.680832598530614,0.8765432098765432,1.0,1.0,3/6,45.90%,MAP2;GPC4;GPC3
3090,prerank,nuclear envelope organization (GO:0006998),-0.41182364729458915,-0.6806971475646173,0.8911917098445595,0.9864199916452921,1.0,2/2,59.00%,REEP3;NUP93
3091,prerank,nucleus organization (GO:0006997),-0.41182364729458915,-0.6806971475646173,0.8911917098445595,0.9864199916452921,1.0,2/2,59.00%,REEP3;NUP93
3092,prerank,positive regulation of nucleic acid-templated transcription (GO:1903508),0.1953693656241457,0.6804800684320278,0.893037336024218,1.0,1.0,7/36,20.60%,ESRRG;HMGA2;PPARGC1A;ZNF423;MECOM;GLI3;RORA
3093,prerank,sodium ion homeostasis (GO:0055078),0.4178110812051448,0.6801681952391607,0.9155844155844156,1.0,1.0,1/2,28.10%,SCNN1B
3094,prerank,myelination in peripheral nervous system (GO:0022011),0.4188376753507014,0.67941577521994,0.9006514657980456,1.0,1.0,2/2,58.20%,PARD3;NF1
3095,prerank,peripheral nervous system axon ensheathment (GO:0032292),0.4188376753507014,0.67941577521994,0.9006514657980456,1.0,1.0,2/2,58.20%,PARD3;NF1
3096,prerank,Schwann cell development (GO:0014044),0.4188376753507014,0.67941577521994,0.9006514657980456,1.0,1.0,2/2,58.20%,PARD3;NF1
3097,prerank,myelination (GO:0042552),0.4188376753507014,0.67941577521994,0.9006514657980456,1.0,1.0,2/2,58.20%,PARD3;NF1
